No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
10344,20292,MOLECULAR WEIGHT (MAXIMUM),,MOLECULAR WEIGHT (MAXIMUM),SIGHT GLASS,개별속성,숫자,18.0,5.0,,,N,20292,N,Y
10345,20293,MOLECULAR WEIGHT (NORMAL),,MOLECULAR WEIGHT (NORMAL),SIGHT GLASS,개별속성,숫자,18.0,5.0,,,N,20293,N,Y
10346,20294,MONITOR LEAKAGE INTO SECONDARY CASING_ALARM REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_ALARM REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20294,N,Y
10347,20295,MONITOR LEAKAGE INTO SECONDARY CASING_CONDUCTIVITY PROBE REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_CONDUCTIVITY PROBE REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20295,N,Y
10348,20296,MONITOR LEAKAGE INTO SECONDARY CASING_LOCAL REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_LOCAL REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20296,N,Y
10349,20297,MONITOR LEAKAGE INTO SECONDARY CASING_ON PANEL REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_ON PANEL REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20297,N,Y
10350,20298,MONITOR LEAKAGE INTO SECONDARY CASING_OPTICAL MOISTURE SENSOR REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_OPTICAL MOISTURE SENSOR REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20298,N,Y
10351,20299,MONITOR LEAKAGE INTO SECONDARY CASING_PRESSURE SWITCH REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_PRESSURE SWITCH REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20299,N,Y
10352,20300,MONITOR LEAKAGE INTO SECONDARY CASING_SHUTDOWN REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_SHUTDOWN REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20300,N,Y
10353,20301,MONITOR LEAKAGE INTO SECONDARY CASING_SIGHT GLASS REQUIRED,,MONITOR LEAKAGE INTO SECONDARY CASING_SIGHT GLASS REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20301,N,Y
10354,20302,MONITOR SUPPLIED BY ENCLOSURE_OSCILLATOR DEMODULATORS,,MONITOR SUPPLIED BY ENCLOSURE_OSCILLATOR DEMODULATORS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20302,N,Y
10355,20303,MONITOR SUPPLIED BY LOCATION_OSCILLATOR DEMODULATORS,,MONITOR SUPPLIED BY LOCATION_OSCILLATOR DEMODULATORS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20303,N,Y
10356,20304,MONITOR SUPPLIED BY MANUFACTURER_OSCILLATOR DEMODULATORS,,MONITOR SUPPLIED BY MANUFACTURER_OSCILLATOR DEMODULATORS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20304,N,Y
10357,20305,MONITOR SUPPLIED BY MODEL_OSCILLATOR DEMODULATORS,,MONITOR SUPPLIED BY MODEL_OSCILLATOR DEMODULATORS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20305,N,Y
10358,20306,MONITOR SUPPLIED BY VIBRATION DETECTORS_LOCATION,,MONITOR SUPPLIED BY VIBRATION DETECTORS_LOCATION,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20306,N,Y
10359,20307,MONITOR SUPPLIED BY VIBRATION DETECTORS_MANUFACTURER,,MONITOR SUPPLIED BY VIBRATION DETECTORS_MANUFACTURER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20307,N,Y
10360,20308,MONITOR SUPPLIED BY VIBRATION DETECTORS_MODEL,,MONITOR SUPPLIED BY VIBRATION DETECTORS_MODEL,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20308,N,Y
10361,20309,MONITOR SUPPLIED BY VIBRATION DETECTORS_SCALE RANGE,,MONITOR SUPPLIED BY VIBRATION DETECTORS_SCALE RANGE,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20309,N,Y
10362,20310,MONITOR SUPPLIED BY VIBRATION DETECTORS_SET AT,,MONITOR SUPPLIED BY VIBRATION DETECTORS_SET AT,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,20310,N,Y
10363,20311,MONITOR SUPPLIED BY VIBRATION DETECTORS_SHUTDOWN DELAY,,MONITOR SUPPLIED BY VIBRATION DETECTORS_SHUTDOWN DELAY,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20311,N,Y
10364,20312,MONITOR SUPPLIED BY VIBRATION DETECTORS_SHUTDOWN SET AT,,MONITOR SUPPLIED BY VIBRATION DETECTORS_SHUTDOWN SET AT,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,20312,N,Y
10365,20313,MONITOR SUPPLIED BY_OSCILLATOR DEMODULATORS,,MONITOR SUPPLIED BY_OSCILLATOR DEMODULATORS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,20313,N,Y
10366,20314,MONITORING EQUIPMENT NAME,,MONITORING EQUIPMENT NAME,ON LINE MONITORING SYSTEM,개별속성,문자,"1,000.0",0.0,,,N,20314,N,Y
10367,20315,MONITORING EQUIPMENT TAG,,MONITORING EQUIPMENT TAG,ON LINE MONITORING SYSTEM,개별속성,문자,"1,000.0",0.0,,,N,20315,N,Y
10368,20316,MONITORS AND CABLES,,MONITORS AND CABLES,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20316,N,Y
10369,20317,MONITOR_ALARM SET AT TEMPERATURE,,MONITOR_ALARM SET AT TEMPERATURE,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20317,N,Y
10370,20318,MONITOR_ENCLOSURE,,MONITOR_ENCLOSURE,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20318,N,Y
10371,20319,MONITOR_LOCATION,,MONITOR_LOCATION,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20319,N,Y
10372,20320,MONITOR_MANUFACTURER,,MONITOR_MANUFACTURER,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20320,N,Y
10373,20321,MONITOR_MODEL,,MONITOR_MODEL,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20321,N,Y
10374,20322,MONITOR_SCALE RANGE,,MONITOR_SCALE RANGE,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20322,N,Y
10375,20323,MONITOR_SHUTDOWN REQUIRED,,MONITOR_SHUTDOWN REQUIRED,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,20323,N,Y
10376,20324,MONITOR_SHUTDOWN SET AT TEMPERATURE,,MONITOR_SHUTDOWN SET AT TEMPERATURE,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20324,N,Y
10377,20325,MONITOR_SHUTDOWN TIME DELAY,,MONITOR_SHUTDOWN TIME DELAY,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,20325,N,Y
10378,20326,MONITOR_SUPPLIED TEMPERATURE,,MONITOR_SUPPLIED TEMPERATURE,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20326,N,Y
10379,20327,MOTOR BEARING,,MOTOR BEARING,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20327,N,Y
10380,20328,MOTOR CONTROL IN INSTRUMENT VOLTAGE CYCLES,,MOTOR CONTROL IN INSTRUMENT VOLTAGE CYCLES,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20328,N,Y
10381,20329,MOTOR CONTROL IN INSTRUMENT VOLTAGE PHASE,,MOTOR CONTROL IN INSTRUMENT VOLTAGE PHASE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20329,N,Y
10382,20330,MOTOR CONTROL IN INSTRUMENT VOLTAGE VOLTS,,MOTOR CONTROL IN INSTRUMENT VOLTAGE VOLTS,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20330,N,Y
10383,20331,MOTOR DATA SHEET NUMBER,,MOTOR DATA SHEET NUMBER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20331,N,Y
10384,20332,MOTOR DATASHEET NUMBER,,MOTOR DATASHEET NUMBER,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20332,N,Y
10385,20333,MOTOR DE BEARING DESIGNATION NUMBER,,MOTOR DE BEARING DESIGNATION NUMBER,CENTRIFUGE/DECANTOR,개별속성,문자,"1,000.0",0.0,,,N,20333,N,Y
10386,20334,MOTOR DESIGNED FOR FREQUENT STARTS REQUIRED,,MOTOR DESIGNED FOR FREQUENT STARTS REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20334,N,Y
10387,20335,MOTOR DESIGNED FOR TWO SPEED REQUIRED,,MOTOR DESIGNED FOR TWO SPEED REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20335,N,Y
10388,20336,MOTOR DESIGNED FOR VARIABLE SPEED DESCRIPTION,,MOTOR DESIGNED FOR VARIABLE SPEED DESCRIPTION,SEALLESS PUMP,개별속성,문자,"1,000.0",0.0,,,N,20336,N,Y
10389,20337,MOTOR DESIGNED FOR VARIALBLE SPEED REQUIRED,,MOTOR DESIGNED FOR VARIALBLE SPEED REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,20337,N,Y
10390,20338,MOTOR DRIVEN PUMP ITEM NUMBER,,MOTOR DRIVEN PUMP ITEM NUMBER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20338,N,Y
10391,20339,MOTOR DRIVEN PUMP ITEM NUMBERS,,MOTOR DRIVEN PUMP ITEM NUMBERS,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,20339,N,Y
10392,20340,MOTOR DRIVEN TOTAL WEIGHT,,MOTOR DRIVEN TOTAL WEIGHT,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20340,N,Y
10393,20341,MOTOR DRIVEN WEIGHT OF BASEPLATE,,MOTOR DRIVEN WEIGHT OF BASEPLATE,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20341,N,Y
10394,20342,MOTOR DRIVEN WEIGHT OF GEAR,,MOTOR DRIVEN WEIGHT OF GEAR,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20342,N,Y
10395,20343,MOTOR DRIVEN WEIGHT OF MOTOR,,MOTOR DRIVEN WEIGHT OF MOTOR,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20343,N,Y
10396,20344,MOTOR DRIVEN WEIGHT OF PUMP,,MOTOR DRIVEN WEIGHT OF PUMP,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,20344,N,Y
10397,20345,MOTOR DRIVEN_DIMENSIONS OF PLOT_HEIGHT,,MOTOR DRIVEN_DIMENSIONS OF PLOT_HEIGHT,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,20345,N,Y
10398,20346,MOTOR DRIVEN_DIMENSIONS OF PLOT_LENGTH,,MOTOR DRIVEN_DIMENSIONS OF PLOT_LENGTH,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,20346,N,Y
10399,20347,MOTOR DRIVEN_DIMENSIONS OF PLOT_WIDTH,,MOTOR DRIVEN_DIMENSIONS OF PLOT_WIDTH,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,20347,N,Y
10400,20348,MOTOR ELECTRIC FREQUENCY,,MOTOR ELECTRIC FREQUENCY,CENTRIFUGE/DECANTOR,개별속성,숫자,18.0,5.0,,,N,20348,N,Y
10401,20349,MOTOR ENCLOSED IP GRADE,,MOTOR ENCLOSED IP GRADE,AIR COOLER 공통,개별속성,문자,"1,000.0",0.0,,,N,20349,N,Y
10402,20350,MOTOR ENCLOSED TYPE,,MOTOR ENCLOSED TYPE,AIR COOLER 공통,개별속성,문자,"1,000.0",0.0,,,N,20350,N,Y
10403,20351,MOTOR ENCLOSURE,,MOTOR ENCLOSURE,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20351,N,Y
10404,20352,MOTOR ENCLOSURE_AIR OR GAS SUPPLY PRESSURE,,MOTOR ENCLOSURE_AIR OR GAS SUPPLY PRESSURE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20352,N,Y
10405,20353,MOTOR ENCLOSURE_DOUBLE WALL CARBON STEEL TUBE,,MOTOR ENCLOSURE_DOUBLE WALL CARBON STEEL TUBE,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20353,N,Y
10406,20354,MOTOR ENCLOSURE_FORCED VENTILATED,,MOTOR ENCLOSURE_FORCED VENTILATED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20354,N,Y
10407,20355,MOTOR ENCLOSURE_INGRESS PROTECTION GRADE,,MOTOR ENCLOSURE_INGRESS PROTECTION GRADE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20355,N,Y
10408,20356,MOTOR ENCLOSURE_OPEN,,MOTOR ENCLOSURE_OPEN,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20356,N,Y
10409,20357,MOTOR ENCLOSURE_OPEN DRIP PROOF,,MOTOR ENCLOSURE_OPEN DRIP PROOF,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20357,N,Y
10410,20358,MOTOR ENCLOSURE_TEFC,,MOTOR ENCLOSURE_TEFC,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20358,N,Y
10411,20359,MOTOR ENCLOSURE_TEIGF USING,,MOTOR ENCLOSURE_TEIGF USING,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20359,N,Y
10412,20360,MOTOR ENCLOSURE_TEIGF USING REQUIRED,,MOTOR ENCLOSURE_TEIGF USING REQUIRED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20360,N,Y
10413,20361,MOTOR ENCLOSURE_TEWAC,,MOTOR ENCLOSURE_TEWAC,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20361,N,Y
10414,20362,MOTOR ENCLOSURE_TYPE,,MOTOR ENCLOSURE_TYPE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20362,N,Y
10415,20363,MOTOR ENCLOSURE_WATER ALLOWABLE DIFFERENTIAL PRESSURE,,MOTOR ENCLOSURE_WATER ALLOWABLE DIFFERENTIAL PRESSURE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20363,N,Y
10416,20364,MOTOR ENCLOSURE_WATER AND FOUL FACTOR,,MOTOR ENCLOSURE_WATER AND FOUL FACTOR,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20364,N,Y
10417,20365,MOTOR ENCLOSURE_WATER SIDE MINIMUM CORROSION ALLOWABLE,,MOTOR ENCLOSURE_WATER SIDE MINIMUM CORROSION ALLOWABLE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20365,N,Y
10418,20366,MOTOR ENCLOSURE_WATER SUPPLY PRESSURE,,MOTOR ENCLOSURE_WATER SUPPLY PRESSURE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20366,N,Y
10419,20367,MOTOR ENCLOSURE_WATER SUPPLY TEMPERATURE,,MOTOR ENCLOSURE_WATER SUPPLY TEMPERATURE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20367,N,Y
10420,20368,MOTOR ENCLOSURE_WATER TEMPERATURE RISE,,MOTOR ENCLOSURE_WATER TEMPERATURE RISE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20368,N,Y
10421,20369,MOTOR ENCLOSURE_WEATHER PROTECTED TYPE 1,,MOTOR ENCLOSURE_WEATHER PROTECTED TYPE 1,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20369,N,Y
10422,20370,MOTOR ENCLOSURE_WEATHER PROTECTED TYPE 2,,MOTOR ENCLOSURE_WEATHER PROTECTED TYPE 2,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20370,N,Y
10423,20371,MOTOR EXPLOSION PROOF RATING,,MOTOR EXPLOSION PROOF RATING,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20371,N,Y
10424,20372,MOTOR FRAME,,MOTOR FRAME,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20372,N,Y
10425,20373,MOTOR FULL LOAD AMPARES,,MOTOR FULL LOAD AMPARES,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20373,N,Y
10426,20374,MOTOR FULL STARTING VOLTAGE,,MOTOR FULL STARTING VOLTAGE,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20374,N,Y
10427,20375,MOTOR HERTZ,,MOTOR HERTZ,개별속성공통,개별속성,숫자,18.0,5.0,,,N,20375,N,Y
10428,20376,MOTOR HORIZONTAL,,MOTOR HORIZONTAL,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,20376,N,Y
10429,20377,MOTOR HUB_SOLID,,MOTOR HUB_SOLID,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20377,N,Y
10430,20378,MOTOR HUB_SPLIT,,MOTOR HUB_SPLIT,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20378,N,Y
10431,20379,MOTOR INSULATION,,MOTOR INSULATION,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20379,N,Y
10432,20380,MOTOR INSULATION CLASS,,MOTOR INSULATION CLASS,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20380,N,Y
10433,20381,MOTOR ITEM NUMBER,,MOTOR ITEM NUMBER,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20381,N,Y
10434,20382,MOTOR ITEM NUMBERS,,MOTOR ITEM NUMBERS,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20382,N,Y
10435,20383,MOTOR LOADED STARTING VOLTAGE,,MOTOR LOADED STARTING VOLTAGE,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20383,N,Y
10436,20384,MOTOR LOCKED ROTOR AMPARES,,MOTOR LOCKED ROTOR AMPARES,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20384,N,Y
10437,20385,MOTOR LUBRICANT,,MOTOR LUBRICANT,CENTRIFUGE/DECANTOR,개별속성,문자,"1,000.0",0.0,,,N,20385,N,Y
10438,20386,MOTOR LUBRICATION,,MOTOR LUBRICATION,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20386,N,Y
10439,20387,MOTOR LUBRICATION,,MOTOR LUBRICATION,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20387,N,Y
10440,20388,MOTOR MAKER,,MOTOR MAKER,CENTRIFUGE/DECANTOR,개별속성,문자,"1,000.0",0.0,,,N,20388,N,Y
10441,20389,MOTOR MANUFACTUER DATA_BEARING TYPE,,MOTOR MANUFACTUER DATA_BEARING TYPE,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20389,N,Y
10442,20390,MOTOR MANUFACTURER,,MOTOR MANUFACTURER,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,20390,N,Y
10443,20391,MOTOR MANUFACTURER,,MOTOR MANUFACTURER,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,20391,N,Y
10444,20392,MOTOR MAXIMUM ERECTION WEIGHT,,MOTOR MAXIMUM ERECTION WEIGHT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20392,N,Y
10445,20393,MOTOR MAXIMUM MAINTENANCE WEIGHT,,MOTOR MAXIMUM MAINTENANCE WEIGHT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20393,N,Y
10446,20394,MOTOR MINIMUM STARTING VOLTAGE,,MOTOR MINIMUM STARTING VOLTAGE,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,20394,N,Y
10447,20395,MOTOR MODEL,,MOTOR MODEL,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20395,N,Y
10448,20396,MOTOR MOUNTED BY,,MOTOR MOUNTED BY,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20396,N,Y
10449,20397,MOTOR NDE BEARING DESIGNATION NUMBER,,MOTOR NDE BEARING DESIGNATION NUMBER,CENTRIFUGE/DECANTOR,개별속성,문자,"1,000.0",0.0,,,N,20397,N,Y
10450,20398,MOTOR NET WEIGHT,,MOTOR NET WEIGHT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20398,N,Y
10451,20399,MOTOR PAINTING_MANUFACTURERS STANDARD,,MOTOR PAINTING_MANUFACTURERS STANDARD,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20399,N,Y
10452,20400,MOTOR PAINTING_OTHER STANDARD,,MOTOR PAINTING_OTHER STANDARD,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20400,N,Y
10453,20401,MOTOR PAINTING_OTHER STANDARD DESCRIPTION,,MOTOR PAINTING_OTHER STANDARD DESCRIPTION,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20401,N,Y
10454,20402,MOTOR PHASE,,MOTOR PHASE,개별속성공통,개별속성,숫자,18.0,5.0,,,N,20402,N,Y
10455,20403,MOTOR POWER,,MOTOR POWER,개별속성공통,개별속성,숫자,18.0,5.0,,,N,20403,N,Y
10456,20404,MOTOR PROVIDED BY,,MOTOR PROVIDED BY,PUMP 공통,개별속성,문자,"1,000.0",0.0,,,N,20404,N,Y
10457,20405,MOTOR RADIAL BEARING NUMBER,,MOTOR RADIAL BEARING NUMBER,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20405,N,Y
10458,20406,MOTOR RADIAL BEARING TYPE,,MOTOR RADIAL BEARING TYPE,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20406,N,Y
10459,20407,MOTOR RADIAL THRUST TYPE,,MOTOR RADIAL THRUST TYPE,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,20407,N,Y
10460,20408,MOTOR RATED POWER,,MOTOR RATED POWER,CENTRIFUGE/DECANTOR,개별속성,숫자,18.0,5.0,,,N,20408,N,Y
10461,20409,MOTOR RATING,,MOTOR RATING,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,20409,N,Y
10462,20410,MOTOR REDUCED STARTING VOLTAGE PERCENTAGE,,MOTOR REDUCED STARTING VOLTAGE PERCENTAGE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20410,N,Y
10463,20411,MOTOR REDUCED STARTING VOLTAGE REQUIRED,,MOTOR REDUCED STARTING VOLTAGE REQUIRED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20411,N,Y
10464,20412,MOTOR ROTOR WEIGHT,,MOTOR ROTOR WEIGHT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20412,N,Y
10465,20413,MOTOR ROTOR_APLIT,,MOTOR ROTOR_APLIT,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20413,N,Y
10466,20414,MOTOR ROTOR_SOLID,,MOTOR ROTOR_SOLID,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20414,N,Y
10467,20415,MOTOR RPM,,MOTOR RPM,개별속성공통,개별속성,숫자,18.0,5.0,,,N,20415,N,Y
10468,20416,MOTOR SERVICE FACTOR,,MOTOR SERVICE FACTOR,개별속성공통,개별속성,문자,"1,000.0",0.0,,,N,20416,N,Y
10469,20417,MOTOR SHIPPING WEIGHT,,MOTOR SHIPPING WEIGHT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20417,N,Y
10470,20418,MOTOR SITE_ALTITUDE,,MOTOR SITE_ALTITUDE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20418,N,Y
10471,20419,MOTOR SITE_AMBIENT TEMPERATURES MAXIMUM,,MOTOR SITE_AMBIENT TEMPERATURES MAXIMUM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20419,N,Y
10472,20420,MOTOR SITE_AMBIENT TEMPERATURES MINIMUM,,MOTOR SITE_AMBIENT TEMPERATURES MINIMUM,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,20420,N,Y
10473,20421,MOTOR SITE_AREA CLASS,,MOTOR SITE_AREA CLASS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20421,N,Y
10474,20422,MOTOR SITE_AREA NON HAZARDOUS,,MOTOR SITE_AREA NON HAZARDOUS,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20422,N,Y
10475,20423,MOTOR SITE_UNUSUAL_DUST,,MOTOR SITE_UNUSUAL_DUST,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20423,N,Y
10476,20424,MOTOR SITE_UNUSUAL_FUMES,,MOTOR SITE_UNUSUAL_FUMES,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20424,N,Y
10477,20425,MOTOR SITE_UNUSUAL_OTHER DESCRIPTON,,MOTOR SITE_UNUSUAL_OTHER DESCRIPTON,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20425,N,Y
10478,20426,MOTOR SITE_UNUSUAL_OTHER REQUIRED,,MOTOR SITE_UNUSUAL_OTHER REQUIRED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20426,N,Y
10479,20427,MOTOR SPECIFICATION,,MOTOR SPECIFICATION,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,20427,N,Y
10480,20428,MOTOR STARTERS CLASSIFICATION,,MOTOR STARTERS CLASSIFICATION,SOOT BLOWER,개별속성,문자,"1,000.0",0.0,,,N,20428,N,Y
10481,20429,MOTOR STARTING EQUIPMENT_BY MANUFACTURER,,MOTOR STARTING EQUIPMENT_BY MANUFACTURER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20429,N,Y
10482,20430,MOTOR STARTING EQUIPMENT_BY OTHERS,,MOTOR STARTING EQUIPMENT_BY OTHERS,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20430,N,Y
10483,20431,MOTOR STARTING EQUIPMENT_BY PURCHASER,,MOTOR STARTING EQUIPMENT_BY PURCHASER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,20431,N,Y
